rank,file,folder,affinity_kcal_mol,Kd_M,full_path
224,CD39_nanobody_24.pdb,CD39_nanobody_150,-5.8,6.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_24.pdb
225,CD39_nanobody_30.pdb,CD39_nanobody_150,-5.8,5.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_30.pdb
226,CD39_nanobody_31.pdb,CD39_nanobody_150,-5.8,6.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_31.pdb
227,CD39_nanobody_38.pdb,CD39_nanobody_150,-5.8,6.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_38.pdb
228,CD39_nanobody_4.pdb,CD39_nanobody_150_2,-5.8,5.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_4.pdb
229,CD39_nanobody_48.pdb,CD39_nanobody_150,-5.8,5.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_48.pdb
230,CD39_nanobody_49.pdb,CD39_nanobody_150_2,-5.8,5.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_49.pdb
231,CD39_nanobody_52.pdb,CD39_nanobody_150,-5.8,5.8e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_52.pdb
232,CD39_nanobody_56.pdb,CD39_nanobody_150,-5.8,5.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_56.pdb
233,CD39_nanobody_61.pdb,CD39_nanobody_150_2,-5.8,5.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_61.pdb
234,CD39_nanobody_65.pdb,CD39_nanobody_150,-5.8,6.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_65.pdb
235,CD39_nanobody_80.pdb,CD39_nanobody_150_2,-5.8,5.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_80.pdb
236,CD39_nanobody_101.pdb,CD39_nanobody_150_2,-5.7,6.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_101.pdb
237,CD39_nanobody_111.pdb,CD39_nanobody_150,-5.7,7.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_111.pdb
238,CD39_nanobody_112.pdb,CD39_nanobody_150_2,-5.7,6.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_112.pdb
239,CD39_nanobody_129.pdb,CD39_nanobody_150,-5.7,6.5e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_129.pdb
240,CD39_nanobody_131.pdb,CD39_nanobody_150_2,-5.7,6.5e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_131.pdb
241,CD39_nanobody_142.pdb,CD39_nanobody_150,-5.7,6.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_142.pdb
242,CD39_nanobody_29.pdb,CD39_nanobody_150_2,-5.7,6.8e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_29.pdb
243,CD39_nanobody_42.pdb,CD39_nanobody_150,-5.7,6.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_42.pdb
244,CD39_nanobody_44.pdb,CD39_nanobody_150,-5.7,6.7e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_44.pdb
245,CD39_nanobody_45.pdb,CD39_nanobody_150_2,-5.7,7.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_45.pdb
246,CD39_nanobody_68.pdb,CD39_nanobody_150_2,-5.7,6.8e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_68.pdb
247,CD39_nanobody_88.pdb,CD39_nanobody_150_2,-5.7,6.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_88.pdb
248,CD39_nanobody_9.pdb,CD39_nanobody_150_2,-5.7,6.7e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_9.pdb
249,CD39_nanobody_91.pdb,CD39_nanobody_150_2,-5.7,6.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_91.pdb
250,CD39_nanobody_110.pdb,CD39_nanobody_150,-5.6,8.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_110.pdb
251,CD39_nanobody_12.pdb,CD39_nanobody_150_2,-5.6,7.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_12.pdb
252,CD39_nanobody_13.pdb,CD39_nanobody_150,-5.6,8.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_13.pdb
253,CD39_nanobody_18.pdb,CD39_nanobody_150,-5.6,8.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_18.pdb
254,CD39_nanobody_49.pdb,CD39_nanobody_150,-5.6,7.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_49.pdb
255,CD39_nanobody_5.pdb,CD39_nanobody_150,-5.6,7.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_5.pdb
256,CD39_nanobody_57.pdb,CD39_nanobody_150,-5.6,7.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_57.pdb
257,CD39_nanobody_59.pdb,CD39_nanobody_150_2,-5.6,7.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_59.pdb
258,CD39_nanobody_72.pdb,CD39_nanobody_150_2,-5.6,7.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_72.pdb
259,CD39_nanobody_96.pdb,CD39_nanobody_150_2,-5.6,7.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_96.pdb
260,CD39_nanobody_114.pdb,CD39_nanobody_150,-5.5,9.5e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_114.pdb
261,CD39_nanobody_141.pdb,CD39_nanobody_150,-5.5,9.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_141.pdb
262,CD39_nanobody_21.pdb,CD39_nanobody_150_2,-5.5,9.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_21.pdb
263,CD39_nanobody_37.pdb,CD39_nanobody_150,-5.5,9.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_37.pdb
264,CD39_nanobody_40.pdb,CD39_nanobody_150,-5.5,9.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_40.pdb
265,CD39_nanobody_76.pdb,CD39_nanobody_150,-5.5,8.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_76.pdb
266,CD39_nanobody_8.pdb,CD39_nanobody_150,-5.5,9.7e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_8.pdb
267,CD39_nanobody_95.pdb,CD39_nanobody_150_2,-5.5,9.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_95.pdb
268,CD39_nanobody_97.pdb,CD39_nanobody_150_2,-5.5,8.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_97.pdb
269,CD39_nanobody_128.pdb,CD39_nanobody_150,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_128.pdb
270,CD39_nanobody_132.pdb,CD39_nanobody_150_2,-5.4,1.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_132.pdb
271,CD39_nanobody_140.pdb,CD39_nanobody_150,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_140.pdb
272,CD39_nanobody_15.pdb,CD39_nanobody_150,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_15.pdb
273,CD39_nanobody_15.pdb,CD39_nanobody_150_2,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_15.pdb
274,CD39_nanobody_3.pdb,CD39_nanobody_150_2,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_3.pdb
275,CD39_nanobody_35.pdb,CD39_nanobody_150_2,-5.4,1.2e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_35.pdb
276,CD39_nanobody_46.pdb,CD39_nanobody_150_2,-5.4,1.2e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_46.pdb
277,CD39_nanobody_53.pdb,CD39_nanobody_150,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_53.pdb
278,CD39_nanobody_71.pdb,CD39_nanobody_150_2,-5.4,1.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_71.pdb
279,CD39_nanobody_94.pdb,CD39_nanobody_150_2,-5.4,1.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_94.pdb
280,CD39_nanobody_98.pdb,CD39_nanobody_150,-5.4,1.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_98.pdb
281,CD39_nanobody_142.pdb,CD39_nanobody_150_2,-5.3,1.4e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_142.pdb
282,CD39_nanobody_27.pdb,CD39_nanobody_150,-5.3,1.2e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_27.pdb
283,CD39_nanobody_83.pdb,CD39_nanobody_150,-5.3,1.3e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_83.pdb
284,CD39_nanobody_105.pdb,CD39_nanobody_150,-5.2,1.6e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_105.pdb
285,CD39_nanobody_32.pdb,CD39_nanobody_150_2,-5.2,1.6e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_32.pdb
286,CD39_nanobody_71.pdb,CD39_nanobody_150,-5.2,1.6e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_71.pdb
287,CD39_nanobody_149.pdb,CD39_nanobody_150,-5.1,2.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_149.pdb
288,CD39_nanobody_50.pdb,CD39_nanobody_150_2,-5.1,1.7e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_50.pdb
289,CD39_nanobody_51.pdb,CD39_nanobody_150_2,-5.1,1.8e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_51.pdb
290,CD39_nanobody_60.pdb,CD39_nanobody_150,-5.1,1.7e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_60.pdb
291,CD39_nanobody_19.pdb,CD39_nanobody_150_2,-5.0,2.1e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_19.pdb
292,CD39_nanobody_55.pdb,CD39_nanobody_150_2,-5.0,2.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_55.pdb
293,CD39_nanobody_93.pdb,CD39_nanobody_150,-5.0,2.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_93.pdb
294,CD39_nanobody_119.pdb,CD39_nanobody_150_2,-4.9,2.7e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_119.pdb
295,CD39_nanobody_51.pdb,CD39_nanobody_150,-4.9,2.7e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_51.pdb
296,CD39_nanobody_64.pdb,CD39_nanobody_150_2,-4.9,2.5e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_64.pdb
297,CD39_nanobody_112.pdb,CD39_nanobody_150,-4.8,2.9e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_112.pdb
298,CD39_nanobody_116.pdb,CD39_nanobody_150_2,-4.8,2.8e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_116.pdb
299,CD39_nanobody_29.pdb,CD39_nanobody_150,-4.8,2.9e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150/CD39_nanobody_29.pdb
300,CD39_nanobody_121.pdb,CD39_nanobody_150_2,-4.5,4.6e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_nanobody_150_2/CD39_nanobody_121.pdb
